,filename,width,height,xmin,ymin,xmax,ymax
199,Adachi/JPEGImages/train_Adachi_00118.jpg,600,600,29,351,257,570
200,Adachi/JPEGImages/train_Adachi_00119.jpg,600,600,289,314,600,501
201,Adachi/JPEGImages/train_Adachi_00119.jpg,600,600,133,319,429,532
202,Adachi/JPEGImages/train_Adachi_00120.jpg,600,600,338,166,498,192
203,Adachi/JPEGImages/train_Adachi_00120.jpg,600,600,472,164,515,282
204,Adachi/JPEGImages/train_Adachi_00120.jpg,600,600,1,327,561,431
205,Adachi/JPEGImages/train_Adachi_00121.jpg,600,600,305,377,401,475
206,Adachi/JPEGImages/train_Adachi_00122.jpg,600,600,233,338,266,389
207,Adachi/JPEGImages/train_Adachi_00123.jpg,600,600,227,87,274,518
208,Adachi/JPEGImages/train_Adachi_00124.jpg,600,600,209,448,596,468
209,Adachi/JPEGImages/train_Adachi_00124.jpg,600,600,233,402,596,428
210,Adachi/JPEGImages/train_Adachi_00124.jpg,600,600,342,380,494,423
211,Adachi/JPEGImages/train_Adachi_00124.jpg,600,600,266,446,397,483
212,Adachi/JPEGImages/train_Adachi_00125.jpg,600,600,161,309,267,561
213,Adachi/JPEGImages/train_Adachi_00125.jpg,600,600,403,375,593,571
214,Adachi/JPEGImages/train_Adachi_00125.jpg,600,600,121,536,252,600
215,Adachi/JPEGImages/train_Adachi_00126.jpg,600,600,2,209,265,591
216,Adachi/JPEGImages/train_Adachi_00126.jpg,600,600,413,261,596,295
217,Adachi/JPEGImages/train_Adachi_00126.jpg,600,600,449,333,591,572
218,Adachi/JPEGImages/train_Adachi_00126.jpg,600,600,346,155,435,280
219,Adachi/JPEGImages/train_Adachi_00127.jpg,600,600,366,364,560,594
220,Adachi/JPEGImages/train_Adachi_00127.jpg,600,600,137,387,375,418
221,Adachi/JPEGImages/train_Adachi_00128.jpg,600,600,480,342,600,505
222,Adachi/JPEGImages/train_Adachi_00129.jpg,600,600,378,207,502,377
223,Adachi/JPEGImages/train_Adachi_00130.jpg,600,600,122,235,257,488
224,Adachi/JPEGImages/train_Adachi_00130.jpg,600,600,363,192,526,441
225,Adachi/JPEGImages/train_Adachi_00131.jpg,600,600,309,173,501,550
226,Adachi/JPEGImages/train_Adachi_00131.jpg,600,600,352,269,594,300
227,Adachi/JPEGImages/train_Adachi_00131.jpg,600,600,117,198,292,506
228,Adachi/JPEGImages/train_Adachi_00132.jpg,600,600,319,215,401,557
229,Adachi/JPEGImages/train_Adachi_00133.jpg,600,600,187,337,264,589
230,Adachi/JPEGImages/train_Adachi_00134.jpg,600,600,5,202,219,388
231,Adachi/JPEGImages/train_Adachi_00134.jpg,600,600,326,162,429,546
232,Adachi/JPEGImages/train_Adachi_00135.jpg,600,600,219,432,291,600
233,Adachi/JPEGImages/train_Adachi_00136.jpg,600,600,530,268,600,342
234,Adachi/JPEGImages/train_Adachi_00136.jpg,600,600,94,106,249,468
235,Adachi/JPEGImages/train_Adachi_00137.jpg,600,600,323,200,424,341
236,Adachi/JPEGImages/train_Adachi_00137.jpg,600,600,199,190,286,335
237,Adachi/JPEGImages/train_Adachi_00137.jpg,600,600,201,317,588,368
238,Adachi/JPEGImages/train_Adachi_00137.jpg,600,600,451,330,593,514
239,Adachi/JPEGImages/train_Adachi_00138.jpg,600,600,170,284,361,462
240,Adachi/JPEGImages/train_Adachi_00138.jpg,600,600,375,186,595,476
241,Adachi/JPEGImages/train_Adachi_00139.jpg,600,600,405,195,448,251
242,Adachi/JPEGImages/train_Adachi_00139.jpg,600,600,206,341,592,369
243,Adachi/JPEGImages/train_Adachi_00139.jpg,600,600,302,238,361,574
244,Adachi/JPEGImages/train_Adachi_00140.jpg,600,600,349,220,520,378
245,Adachi/JPEGImages/train_Adachi_00140.jpg,600,600,31,351,589,597
246,Adachi/JPEGImages/train_Adachi_00141.jpg,600,600,186,326,297,504
247,Adachi/JPEGImages/train_Adachi_00141.jpg,600,600,1,479,587,521
248,Adachi/JPEGImages/train_Adachi_00141.jpg,600,600,42,315,194,338
249,Adachi/JPEGImages/train_Adachi_00142.jpg,600,600,368,283,435,371
250,Adachi/JPEGImages/train_Adachi_00142.jpg,600,600,112,257,591,301
251,Adachi/JPEGImages/train_Adachi_00143.jpg,600,600,298,183,483,592
252,Adachi/JPEGImages/train_Adachi_00144.jpg,600,600,371,394,570,592
253,Adachi/JPEGImages/train_Adachi_00144.jpg,600,600,216,354,437,387
254,Adachi/JPEGImages/train_Adachi_00145.jpg,600,600,4,244,273,569
255,Adachi/JPEGImages/train_Adachi_00146.jpg,600,600,192,383,381,599
256,Adachi/JPEGImages/train_Adachi_00147.jpg,600,600,377,405,587,590
257,Adachi/JPEGImages/train_Adachi_00148.jpg,600,600,16,229,591,338
258,Adachi/JPEGImages/train_Adachi_00149.jpg,600,600,391,301,593,341
259,Adachi/JPEGImages/train_Adachi_00149.jpg,600,600,170,259,491,280
260,Adachi/JPEGImages/train_Adachi_00149.jpg,600,600,247,287,300,406
261,Adachi/JPEGImages/train_Adachi_00150.jpg,600,600,262,318,554,376
262,Adachi/JPEGImages/train_Adachi_00150.jpg,600,600,94,267,277,591
263,Adachi/JPEGImages/train_Adachi_00151.jpg,600,600,28,390,149,526
264,Adachi/JPEGImages/train_Adachi_00152.jpg,600,600,485,411,600,486
265,Adachi/JPEGImages/train_Adachi_00152.jpg,600,600,462,517,501,573
266,Adachi/JPEGImages/train_Adachi_00152.jpg,600,600,8,508,600,537
267,Adachi/JPEGImages/train_Adachi_00152.jpg,600,600,3,279,76,372
268,Adachi/JPEGImages/train_Adachi_00152.jpg,600,600,3,397,70,470
269,Adachi/JPEGImages/train_Adachi_00153.jpg,600,600,366,189,595,497
270,Adachi/JPEGImages/train_Adachi_00153.jpg,600,600,56,300,233,589
271,Adachi/JPEGImages/train_Adachi_00154.jpg,600,600,133,187,599,343
272,Adachi/JPEGImages/train_Adachi_00155.jpg,600,600,355,463,486,595
273,Adachi/JPEGImages/train_Adachi_00156.jpg,600,600,173,169,221,246
274,Adachi/JPEGImages/train_Adachi_00156.jpg,600,600,5,240,199,468
275,Adachi/JPEGImages/train_Adachi_00157.jpg,600,600,347,380,475,519
276,Adachi/JPEGImages/train_Adachi_00158.jpg,600,600,292,485,354,600
277,Adachi/JPEGImages/train_Adachi_00158.jpg,600,600,123,472,255,495
278,Adachi/JPEGImages/train_Adachi_00159.jpg,600,600,375,399,480,599
279,Adachi/JPEGImages/train_Adachi_00159.jpg,600,600,310,367,488,600
280,Adachi/JPEGImages/train_Adachi_00159.jpg,600,600,1,362,72,438
281,Adachi/JPEGImages/train_Adachi_00160.jpg,600,600,184,210,323,390
282,Adachi/JPEGImages/train_Adachi_00160.jpg,600,600,204,409,372,521
283,Adachi/JPEGImages/train_Adachi_00160.jpg,600,600,412,341,479,439
284,Adachi/JPEGImages/train_Adachi_00161.jpg,600,600,407,280,587,581
285,Adachi/JPEGImages/train_Adachi_00161.jpg,600,600,372,205,574,570
286,Adachi/JPEGImages/train_Adachi_00162.jpg,600,600,170,405,247,595
287,Adachi/JPEGImages/train_Adachi_00163.jpg,600,600,180,446,497,550
288,Adachi/JPEGImages/train_Adachi_00163.jpg,600,600,82,374,221,592
289,Adachi/JPEGImages/train_Adachi_00164.jpg,600,600,1,272,118,403
290,Adachi/JPEGImages/train_Adachi_00165.jpg,600,600,117,364,573,574
291,Adachi/JPEGImages/train_Adachi_00165.jpg,600,600,402,303,561,410
292,Adachi/JPEGImages/train_Adachi_00166.jpg,600,600,381,370,561,599
293,Adachi/JPEGImages/train_Adachi_00166.jpg,600,600,6,382,167,599
294,Adachi/JPEGImages/train_Adachi_00167.jpg,600,600,5,263,157,468
295,Adachi/JPEGImages/train_Adachi_00168.jpg,600,600,4,363,120,463
296,Adachi/JPEGImages/train_Adachi_00168.jpg,600,600,158,337,253,514
297,Adachi/JPEGImages/train_Adachi_00169.jpg,600,600,417,330,588,374
298,Adachi/JPEGImages/train_Adachi_00169.jpg,600,600,304,140,333,253
299,Adachi/JPEGImages/train_Adachi_00169.jpg,600,600,290,296,361,585
300,Adachi/JPEGImages/train_Adachi_00170.jpg,600,600,121,382,600,565
301,Adachi/JPEGImages/train_Adachi_00171.jpg,600,600,172,326,351,384
302,Adachi/JPEGImages/train_Adachi_00171.jpg,600,600,368,394,585,564
303,Adachi/JPEGImages/train_Adachi_00172.jpg,600,600,171,342,352,500
304,Adachi/JPEGImages/train_Adachi_00173.jpg,600,600,281,142,338,176
305,Adachi/JPEGImages/train_Adachi_00173.jpg,600,600,522,439,594,560
306,Adachi/JPEGImages/train_Adachi_00173.jpg,600,600,349,153,586,509
307,Adachi/JPEGImages/train_Adachi_00173.jpg,600,600,145,294,281,404
308,Adachi/JPEGImages/train_Adachi_00174.jpg,600,600,148,558,497,592
309,Adachi/JPEGImages/train_Adachi_00174.jpg,600,600,164,359,259,583
310,Adachi/JPEGImages/train_Adachi_00174.jpg,600,600,425,375,600,554
311,Adachi/JPEGImages/train_Adachi_00175.jpg,600,600,158,287,295,584
312,Adachi/JPEGImages/train_Adachi_00176.jpg,600,600,84,274,319,598
313,Adachi/JPEGImages/train_Adachi_00177.jpg,600,600,214,508,593,569
314,Adachi/JPEGImages/train_Adachi_00177.jpg,600,600,237,363,593,417
315,Adachi/JPEGImages/train_Adachi_00177.jpg,600,600,258,170,320,406
316,Adachi/JPEGImages/train_Adachi_00178.jpg,600,600,258,338,328,438
317,Adachi/JPEGImages/train_Adachi_00179.jpg,600,600,331,317,440,467
318,Adachi/JPEGImages/train_Adachi_00179.jpg,600,600,80,284,262,516
319,Adachi/JPEGImages/train_Adachi_00180.jpg,600,600,4,359,597,507
320,Adachi/JPEGImages/train_Adachi_00181.jpg,600,600,452,409,588,559
321,Adachi/JPEGImages/train_Adachi_00181.jpg,600,600,260,329,556,378
322,Adachi/JPEGImages/train_Adachi_00182.jpg,600,600,3,330,600,599
323,Adachi/JPEGImages/train_Adachi_00183.jpg,600,600,380,356,585,592
324,Adachi/JPEGImages/train_Adachi_00183.jpg,600,600,380,356,584,594
325,Adachi/JPEGImages/train_Adachi_00183.jpg,600,600,76,412,172,545
326,Adachi/JPEGImages/train_Adachi_00184.jpg,600,600,5,214,599,561
327,Adachi/JPEGImages/train_Adachi_00185.jpg,600,600,36,326,579,527
328,Adachi/JPEGImages/train_Adachi_00186.jpg,600,600,2,398,122,533
329,Adachi/JPEGImages/train_Adachi_00186.jpg,600,600,98,360,464,449
330,Adachi/JPEGImages/train_Adachi_00187.jpg,600,600,206,335,295,407
331,Adachi/JPEGImages/train_Adachi_00188.jpg,600,600,1,347,151,493
332,Adachi/JPEGImages/train_Adachi_00189.jpg,600,600,314,234,597,600
333,Adachi/JPEGImages/train_Adachi_00189.jpg,600,600,344,245,600,440
334,Adachi/JPEGImages/train_Adachi_00189.jpg,600,600,131,391,246,600
335,Adachi/JPEGImages/train_Adachi_00190.jpg,600,600,387,336,464,428
336,Adachi/JPEGImages/train_Adachi_00191.jpg,600,600,396,330,600,492
337,Adachi/JPEGImages/train_Adachi_00192.jpg,600,600,44,391,596,453
338,Adachi/JPEGImages/train_Adachi_00192.jpg,600,600,191,187,304,414
339,Adachi/JPEGImages/train_Adachi_00193.jpg,600,600,319,215,480,443
340,Adachi/JPEGImages/train_Adachi_00194.jpg,600,600,400,282,588,600
341,Adachi/JPEGImages/train_Adachi_00194.jpg,600,600,126,241,300,575
342,Adachi/JPEGImages/train_Adachi_00195.jpg,600,600,162,363,575,400
343,Adachi/JPEGImages/train_Adachi_00195.jpg,600,600,1,315,223,559
344,Adachi/JPEGImages/train_Adachi_00195.jpg,600,600,317,305,503,598
345,Adachi/JPEGImages/train_Adachi_00196.jpg,600,600,410,309,600,473
346,Adachi/JPEGImages/train_Adachi_00196.jpg,600,600,219,218,300,588
347,Adachi/JPEGImages/train_Adachi_00197.jpg,600,600,346,171,542,591
